text,label
9何事增进视近不能持久,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
忌口1a哪腹部型肥胖,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
甚做eb输血后肝炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
哪肺炎链球菌败血症解释g,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
霉菌性尿道炎在什么事,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
那缓解肠白塞病z,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
信息嗯外阴卡波西肉瘤哪些m,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
秃顶注意何物,B-DISEASE I-DISEASE O O O O
补品那促甲状腺激素偏低5,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
老年人甲减性心脏病包括、哪些,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
；j察觉肾上腺皮质功能亢进何以,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
丑胎嘿介绍,B-DISEASE I-DISEASE O O O
红眼病理解那,B-DISEASE I-DISEASE I-DISEASE O O O
何h5有害毛囊角栓,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
什么适宜0w红斑鳞屑,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
怎么防范异性装扮癖,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
测甚脊肋角膨隆噢n,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
淋巴结结核什么办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
什么物。检测e脐周皮肤青紫色斑,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
了解植物人,O O B-DISEASE I-DISEASE I-DISEASE
什么物宜脂肪营养不良,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋样康复1乳头肌断裂,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
暴发性肝炎样综合征表示有何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
那查验饥饿时上腹痛l,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
那l肌张力障碍综合征。定义,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
怎样2止痊痨瘵v,O O O O O B-DISEASE I-DISEASE O
指南咋样嘿处理小儿苯丙酮尿症,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
有何，做e免疫缺陷性肺炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
帮助何物z法洛四联症,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
悬垂型心脏b怎么样免得,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
g如何c止痊瘀血性痛经,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何事测嘿鼻煽,O O O O B-SYMPTOM I-SYMPTOM
肝包虫病指的是那,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
哪啊增进末梢神经炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
免于盆腔瘀血做哪,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
指甲干瘪食物哪4,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
有何免于胡子稀疏,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
食管裂孔疝定义m9,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
了解月经不调,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
甚治癒缺乏深睡眠,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何以故感觉舒张期震颤,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
哪些半月线疝k定义唔,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
j何宜发热伴有皮疹,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
近迫性昏迷弊处什么物,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
监测什么事十二指肠扩张,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
咋地治愈外阴蛲虫病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
t小儿颅面骨畸形综合征适合何事c,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
怎么办产褥感染,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
1维生素C缺乏病何办,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
产后劳伤e补品4什么物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O
脾脏原发性恶性肿瘤伙食何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
注意p怎么办；咳嗽晕厥综合征,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何物减轻老年性舞蹈病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
f什么事处理品行障碍,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
有何小儿蓝尿布综合征介绍,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
怎么样呀痊愈肢端溃疡啊,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
怎么办9胃窦狭窄；,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
体检什么物嗯鼻粘膜出血,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
ju那康复浮肿,O O O O O B-SYMPTOM I-SYMPTOM
妊娠合并慢性肾小球肾炎y了解何事,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
为啥觉得纵沟短,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
得什么事流行病~睑结膜的巨大乳头,O O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
膳食哪毛细血管扩张症哈1,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
y提醒怎么解决脊髓缺血性疾病!,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
那注意非特异性阴道炎i,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
怎么办肌病肾病性代谢综合征,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
急性气管－支气管炎食哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
感染什么物疾疾透明隔腔增宽,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
检查什么物软组织肿胀,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
d胃壁肌层缺损弊处何物s,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
定义心火上炎什么8m,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
e定义心血瘀阻,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
s发病何疾疾传导阻滞,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
投掷运动减少哪些,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
提醒那d口腔结核性溃疡k,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
啊0尿隐血那验证,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
ta女性体毛多怎样治好,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
防范年轻女性心悸胸闷做那,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
4免得凝血因子功能的障碍何物,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
噢上呼吸道和口腔存在大量定植菌何以免于,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
i什么事意味着老年人心脏淀粉样变性m,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
6副牛痘怎样解决,O B-DISEASE I-DISEASE I-DISEASE O O O O
什么v宜腰部慢性劳损p,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
哪o注意成人多动症,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
眼睑皮脂腺癌什么物康复,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
血卟啉病什么物医治,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
做q何物避开行为及情绪异常啊,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
啊理解精子畸形o,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
告知主动脉瓣狭窄那,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
什么止痊g呼吸疾病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
呀什么物呀治疗脉压增宽,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
上呼吸道粘膜刺激症状测什么,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
0哦补品甚膀胱气痛,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
u怎样处理小儿发作性舞蹈手足徐动症,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
避免呀暴力冲动行为9什么事,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
海绵状淋巴管瘤、4指南什么物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O
小儿发烧怎么z做,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
v何以故体识强迫性神经官能症；,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
横位难产咋地康复,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
定义外阴神经鞘瘤什么物,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
顽固性口腔溃疡h糟糕甚,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
何帮助青少年及小儿子宫颈癌,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
py有何治好糖激素依赖,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何事治疗高脂血症k,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
s哪痊愈肚脐疼6,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O
d哪些哈弊处下肢湿性坏疽,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
定义什么3钴及其化合物引起的皮肤病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
办何事抵制去大脑强直,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
髋关节积液5有何处理,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
扁桃体炎怎样止痊,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
脑脊液白细胞增加何事查,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
什么事在大骨节病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
4颅神经麻痹嗯怎么查,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
强酸、强碱中毒属于哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
“5P”征甚做,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
5什么d减轻无汗症,O O O O O O B-DISEASE I-DISEASE I-DISEASE
怎么医治维生素Ａ缺乏症所致的角膜溃疡病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
有何有益f；浅表性静脉炎,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何物医治被迫体位呀,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
有何f治疗非玻璃体的病变眼前飞蚊l,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
什么物有害关节液渗出,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
啊5什么事治癒淀粉样变病的胃肠道表现,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
华支睾吸虫病甚帮助,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
9儿童不敢平卧睡觉v咋地避免,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
告知胫腓骨干骨折有何,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
有何注意铜绿色假单胞菌肺炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
x老年人肠易激综合征增加甚,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
那验证4恶病质0,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O
头颅骨病变5y适合那,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
qd脐尿管囊肿及脐尿管瘘饮用什么物,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
咋样痊愈v主动脉和肺动脉影偏小,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
中暑痉挛好哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
复发性流产归属于何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
噢胃排空延缓忌口何事9,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
小儿阻塞性睡眠呼吸暂停减少甚,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
什么物有害眶骨髓炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
甚防范指(趾)骨梗死,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
w特发性股骨头坏死那处理,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
咋地医治跟骨骨骺骨软骨病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
肱骨外髁颈骨折何物解决,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
理解6哪些牙齿感觉过敏症哈,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
后部多形性角膜营养不良那减轻,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
b急性荨麻疹解释，哪,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
3了解哪哈胆道蛔虫病与肝蛔虫病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么物代表颅骨骨髓炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
r梭形细胞血管内皮细胞瘤推荐甚唔,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
做何8避免革兰阴性杆菌感染,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
，i踝关节脱位何事建议,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
肝纤维化恶劣哪,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
免于滑膜发炎什么事,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
o检何心动过缓,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
膝关节骨性关节炎x糟糕什么事,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
什么事哦胆囊息肉样病变解释,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
；妊娠期血糖高菜谱什么物,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
f肠系膜淋巴结炎k服用有何,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
介绍、p圆锥角膜甚,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
什么检查嗯少尿,O O O O O B-SYMPTOM I-SYMPTOM
怎么办晶状体脱位所致青光眼,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何适合嘿淋巴结穿刺有草黄色清亮液体y,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
何物好慢性膀胱炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎样治癒小肠系膜损伤,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何物做婴儿湿疹,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
哪特发性嗜酸性粒细胞增多综合征解释,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
咋样缓解容貌逐渐变得粗笨,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
!那治好结核性脓胸,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋样抵御内分泌功能减退,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
免于躯体依赖性做什么,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
k忠告9何以做过敏性眼睑皮肤炎,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
4免得p皮肤冻伤什么物,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
神经痛何物办,B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
什么事j缓解小儿血小板释放功能缺陷性疾患,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
做哪防范考试综合症,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
1急性化脓性脊髓炎什么事建议,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
溃疡分泌物恶臭得何事病毒性疾病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O O
p什么事缓解胃肠道症状3,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
周边葡萄膜炎怎么做,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
尿胆红素阴性降低什么事,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
w扁桃体小或缺如膳食甚,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
办有何哦防止弛张热,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
j何恶劣淋巴结退化,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
怎么缓解胸骨后疼痛,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
特发性黄斑部前膜甚i推荐,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
什么物帮助嘿皮脂腺痣,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
何s、治愈上腹部肿块及腹胀,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
糖耐量降低罹患哪t疾疾a,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O
t何体检老年妇女乳房增大哈,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
胃空肠输入袢综合征什么物o处理,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
肝炎病毒相关风湿病怎么样做,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
病毒性咽炎那操作,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
有何嗯监测肛腺分泌减少,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何事医治牙列稀疏,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
精囊囊肿提示何物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
咋样治疗脾功能亢进,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
j为何发觉超量饮酒后两下肢突然出现痉挛和疼痛,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
呀腹股沟滑动性疝5饮食哪,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
何办s嗜血细胞综合症,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么查下肢神经性疼痛,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
